mass_A
t	x	y
0.6	-5.533596837944856	204.58498023715416
0.6333333333333333	-5.7693326268592955	199.32163686899406
0.6666666666666666	-5.162838739768631	194.6815232005876
0.7	-5.780248716210053	190.008771596305
0.7333333333333333	-5.98008972549178	184.41881987043533
0.7666666666666666	-6.298617973210639	179.70511157773387
0.8	-6.099036420264156	175.70618062651744
0.8333333333333334	-6.05365351184912	170.78394612240788
0.8666666666666667	-6.681644114409437	165.560279997346
0.9	-6.265611226434089	159.3317728031014
0.9333333333333333	-5.983151534634544	154.62392327193822
0.9666666666666667	-6.397229758924368	147.72509636944397
1.0	-5.5770268986264	142.0316505343379
1.0333333333333332	-5.412244576554713	135.88919748025359
1.0666666666666667	-5.120823466159209	130.132733181158
1.1	-5.4043346754026516	123.51795443569182
1.1333333333333333	-4.510887603451465	117.16726524846413
1.1666666666666667	-5.222492215511011	111.31556287045902
1.2	-4.585693501734568	104.06691529861067
1.2333333333333334	-5.61281929507436	96.92663075395001
1.2666666666666666	-5.250181145525858	90.45227413856429
1.3	-5.586495546011292	82.82747109952885
1.3333333333333333	-5.248516922854606	75.74756530302167
1.3666666666666667	-5.328191617537868	69.03630131044065
1.4	-4.9456435287879685	61.18035648375434
1.4333333333333333	-3.7928766629490838	54.049181818846904
1.4666666666666666	-4.329065969974181	46.000880298278844
1.5	-4.150242472364653	37.875201432896915
1.5333333333333332	-4.235269869405101	29.95191708281442
1.5666666666666667	-3.8299466112305254	22.25912594224826
1.6	-3.6083564742768885	14.238980004778398
1.6333333333333333	-3.488375954410685	5.800032445989473
1.6666666666666667	-3.096513140801335	-3.0008124533785008
1.7	-2.8633270909133444	-11.582084381672246
1.7333333333333334	-2.9278629145854893	-20.541820440748154
1.7666666666666666	-2.48172549699143	-28.764850749743005
1.8	-2.085057077212923	-37.90966010666813
1.8333333333333333	-2.217591565455109	-47.06428254746697
1.8666666666666667	-2.330947550530709	-56.85844373089577
1.9	-1.9990508512364613	-65.81931024871068
1.9333333333333333	-1.1970720996004047	-75.21396124714653
1.9666666666666666	-0.762578518820419	-84.97295657514121
2.0	-0.6698323002279949	-95.20602749463717
2.033333333333333	-0.2414292403698255	-105.07604421622096
2.0666666666666664	-7.154041213652818E-4	-115.35285294299291
2.1	0.005891818623013023	-125.81645517521576
2.1333333333333333	0.5889009531035754	-135.84364015832438
2.1666666666666665	1.0825990243629349	-146.6872302830871
2.2	0.8046757328578451	-157.10398080180693
2.2333333333333334	0.9958268492525804	-168.09486271297442
2.2666666666666666	2.054550083811364	-179.02260499708672
2.3	2.1884699823831397	-190.4752777797188
2.3333333333333335	2.5348161069741764	-201.73248087548768
2.3666666666666667	2.9032217310500528	-213.1064859042428
2.4	3.088645461752776	-224.94670674319354
2.433333333333333	3.3669764730050247	-236.094678310247
2.466666666666667	3.743511595790096	-247.8702479604043
2.5	3.8339033763347743	-259.3960720899222
2.533333333333333	3.8819594081708146	-271.70969968826535
2.5666666666666664	4.2824862709431954	-283.72027338603425
2.6	4.640311441053541	-295.93487483928004
2.6333333333333333	4.825154322686558	-308.3523359962102
2.6666666666666665	5.250580343760248	-320.71934084847396
2.7	5.574979340875643	-333.3784659365863
2.7333333333333334	5.769435952785557	-346.54669870453563
2.7666666666666666	6.34676404342656	-359.39606364485985
2.8	6.568333894034595	-372.52146990356243
2.8333333333333335	6.728299440404044	-385.4843486541894
2.8666666666666667	7.304618338686623	-398.7110234242283
2.9	7.63879639240497	-411.64248455157826
2.933333333333333	8.217961831056869	-426.1390828101313
2.966666666666667	8.358152314597532	-439.75539264420183
3.0	8.618708394355053	-453.74362270619963
3.033333333333333	8.548949827883803	-467.4516862200139
3.0666666666666664	14.70355731225277	-486.0079051383399
3.1	14.806596995597943	-500.9017445781044
3.1333333333333333	15.52224126998567	-515.6563887392731
3.1666666666666665	16.730265824390017	-530.1556986437522
3.2	16.74898438719231	-546.0484772575985
3.2333333333333334	16.80724067251117	-561.0759503725885
3.2666666666666666	17.60621387326944	-576.859114754019
3.3	18.629206640294	-591.9786766723555
3.3333333333333335	17.233201581027515	-602.3715415019763
3.3666666666666667	18.416005049235537	-617.8946628892595
3.4	17.59019596888868	-633.9749503566841
3.433333333333333	19.400812123393052	-651.2239157123879
3.466666666666667	18.856995793246142	-667.3175490046558
3.5	19.64263086142455	-682.560703146783
3.533333333333333	22.292490118576893	-690.9090909090909
3.5666666666666664	22.29454416945873	-707.9789433108631
3.6	22.292490118576893	-733.9130434782609
3.6333333333333333	22.956681715941613	-751.7332184431598
3.6666666666666665	23.37159101082125	-769.7720002387277
3.6999999999999997	24.345328390622626	-786.8694876053582
3.7333333333333334	24.37269270690217	-805.9921812492435
3.7666666666666666	14.70355731225277	-817.391304347826
3.8	24.82213438735164	-835.098814229249
